DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P6016;P1894;P6020;P6040;P6051;P5502;P6071;P6071S1;P6074;P767;P6076;P6076S1;P6076S2;P6077;P6096;P6081;P6081S1;P6087;P6083;P6083S1;P6088;P6080;P5667;P1895;P1896;P1897;P1898;P1899;P1901;P1902;P1903;P1904;P1905;LLAVEHOG;FEX_C;N_HIJOS;N_NIETOS;P1910;P1911;P1912;P1710;P1710S1;P1710S2;P1710S3;P1710S4;P1710S5;P1710S6;P1710S7;P1710S8;P1710S9;P1084;P765;P765S1;P765S2;P765S3;P765S4;P765S5;P765S6;P765S7;P765S8;P1085;P1085S1;P1085S2;P1085S3;P1085S4;P1085S5;P1085S6;P1085S7;P1085S8;P1083;P1083S1;P1083S2;P1083S3;P1083S4;P1083S5;P1083S6;P1083S7;P1083S8;P1083S9;P1083S10;P1083S11;P1082;P1082S1;P1082S2;P5504;P5505;P5505S1;P5505S2;P769;P1080;P1080S1;P1080S2;P1080S3;P1080S4;P1080S5;P1080S6;P804;P805;P805S1;P805S2;P805S3;P805S4;P805S5
6015417;3;1;3;3;3;1;22;4;5;;;1;;;;;;;1;2;;2;;4;6;;6;0;9;5;7;6;8;7;5;6;60154171;1662.745419;0;0;1;5;5;;1;1;1;1;1;1;1;2;2;1;;1;;;1;;;;;;;;1;;;;;;;1;1;;;;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;1;;1;;;;
6015417;4;1;4;4;3;1;21;4;5;;;1;;;;;;;1;2;;2;;4;6;;8;0;10;5;0;7;5;5;2;6;60154171;1662.745419;0;0;1;5;5;;2;2;1;2;2;2;2;2;2;1;;1;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;1;1;2;1;;;;;1;;1;1;1;;;;1;;1;;;;
6015421;1;1;1;1;3;2;68;1;3;;;1;;;;;;;3;;1;3;;2;6;;10;8;7;0;10;8;8;8;0;8;60154211;2136.167222;3;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;;1;;;;2;;1;;;;
6015421;2;1;2;2;3;1;41;3;5;;;1;;;;;;;3;;3;1;1;;6;;8;9;8;7;0;6;7;6;7;8;60154211;2136.167222;0;0;1;5;5;;1;1;1;1;1;1;1;1;2;1;;1;;;1;1;;;;;1;;;1;;;1;;;;1;1;;;1;1;1;1;1;;1;2;1;;;;;1;;1;;1;1;;;2;;1;;;;
6015421;3;1;3;3;3;2;40;3;5;;;1;;;;;;;3;;3;1;1;;6;;8;8;5;8;8;10;10;2;0;10;60154211;2136.167222;0;0;1;5;5;;1;1;1;2;1;1;1;2;2;1;;1;;;1;;;;;;1;1;;;;;1;;;1;1;1;1;1;1;;;;;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6015421;4;1;4;4;3;2;38;3;5;;;1;;;;;;;3;;3;1;1;;6;;10;8;10;5;10;8;7;0;0;10;60154211;2136.167222;0;0;2;5;5;;1;1;1;2;1;1;1;2;2;1;;;;;1;;;;;;1;1;;;;;;;;1;1;1;;;1;1;1;1;1;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6015421;5;1;5;1;1;2;3;4;;;;1;;;;;;;2;;1;1;3;;6;;;;;;;;;;;;60154211;2136.167222;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6015428;1;1;1;1;3;2;35;1;5;;;1;;;;;;;2;;8;2;;3;6;;10;8;10;10;10;10;9;8;0;10;60154281;2532.992969;1;0;1;5;5;;1;1;1;1;1;1;1;2;2;1;;1;;;1;;1;;;;1;1;;;;;;;;1;1;1;1;1;1;;;;1;;1;2;1;;;;;1;;1;1;1;1;;;2;;1;;;;
6015428;2;1;2;2;2;1;11;3;5;;;1;;;;;;;2;;8;1;1;;6;;;;;;;;;;;;60154281;2532.992969;0;0;2;5;5;;1;1;2;2;2;2;2;2;2;1;;1;;;1;1;1;;;;1;;;;;;;;;1;;;;;1;;;;1;;1;2;1;;;;;1;;1;;1;1;;1;1;;1;;;;
6015435;1;1;1;1;3;2;41;1;3;;;1;;;;;;;3;;9;1;4;;6;;8;6;8;5;7;9;8;6;2;7;60154351;1636.585467;2;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;1;;;;;5;;;;;;
6015435;2;1;2;2;2;2;17;3;5;;;1;;;;;;;2;;1;1;1;;6;;8;4;6;7;6;7;5;6;3;6;60154351;1636.585467;0;0;1;5;5;;1;1;1;1;2;2;2;2;2;1;;1;;;;;;;;;1;;1;;;;;;;1;1;1;;;;;;;;;1;1;2;;;;;1;;1;;;;;;5;;;;;;
6015435;3;1;3;3;2;1;13;3;5;;;1;;;;;;;2;;1;1;1;;6;;;;;;;;;;;;60154351;1636.585467;0;0;1;5;5;;1;2;2;2;2;2;2;2;2;1;;1;;;;;;;;;1;;1;;;;;;;1;1;1;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6015435;4;1;4;4;3;2;73;5;3;;;2;25;2;15;15673;2;8;3;;9;3;;1;6;;7;3;6;5;4;7;7;8;1;7;60154351;1636.585467;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;1;;1;;;;
6015435;5;1;5;5;3;1;71;9;5;;;2;10;2;15;15673;2;6;3;;10;3;;10;6;;5;1;3;3;4;4;5;8;2;4;60154351;1636.585467;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;5;;;;;;
6015458;1;1;1;1;3;2;78;1;3;;;2;57;2;54;54001;1;9;3;;4;3;;10;6;;10;5;6;10;7;9;10;3;6;10;60154581;2059.193436;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;3;;1;;;;;;5;;;;;;
6015458;2;1;2;2;3;1;46;3;4;;;1;;;;;;;3;;4;1;1;;6;;8;5;9;9;9;8;8;1;2;8;60154581;2059.193436;0;0;1;5;5;;1;1;1;1;1;1;1;2;2;1;;1;;;1;;;;;;;1;;;;;1;;;1;1;1;1;1;;1;;1;1;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6015512;1;1;1;1;3;2;45;1;3;;;1;;;;;;;3;;1;2;;1;5;;10;4;6;8;8;7;7;8;8;8;60155121;449.5594127;2;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6015512;2;1;2;2;3;1;25;3;5;;;1;;;;;;;3;;3;1;1;;5;;10;9;10;10;0;10;10;4;3;5;60155121;449.5594127;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6015512;3;1;3;3;2;1;18;3;5;;;1;;;;;;;3;;1;1;1;;5;;10;9;10;10;0;7;7;5;5;10;60155121;449.5594127;0;0;2;5;5;;1;1;1;1;2;1;2;1;2;2;;1;;;;;;;;;;;;;1;;;;;1;1;1;;;;;;;;;2;;;1;;1;;2;;1;;;;;;5;;;;;;
6015659;1;1;1;1;3;2;63;1;3;;;2;2;2;19;19698;1;1;3;;9;3;;9;1;500_03;9;8;5;9;4;7;4;8;4;10;60156591;462.7313464;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;1;2;;;1;;;
